tid,attribute,correct_val
129,Longitude,-122.350017
129,Incident Number,F190052161
130,Address,Westlake Av N / Mercer St
130,Type,MVI - Motor Vehicle Incident
130,Datetime,05/23/2019 01:00:00 AM
130,Latitude,47.624552
130,Longitude,-122.338435
130,Incident Number,F190052158
131,Address,4700 12th Av Ne
131,Type,Trans to AMR
131,Datetime,05/23/2019 12:47:00 AM
131,Latitude,47.663106
131,Longitude,-122.31526299999999
131,Incident Number,F190052157
132,Address,2655 S Hanford St
132,Type,Aid Response
132,Datetime,05/23/2019 12:43:00 AM
132,Latitude,47.575082
132,Longitude,-122.298624
132,Incident Number,F190052155
133,Address,116 Fairview Av N
133,Type,Trans to AMR
133,Datetime,05/23/2019 12:40:00 AM
133,Latitude,47.618693
133,Longitude,-122.33425600000001
133,Incident Number,F190052154
134,Address,2541 Warren Av N
134,Type,Aid Response
134,Datetime,05/23/2019 12:24:00 AM
134,Latitude,47.642238
134,Longitude,-122.354483
134,Incident Number,F190052152
135,Address,3001 S Myrtle St
135,Type,Aid Response
135,Datetime,05/23/2019 12:12:00 AM
135,Latitude,47.538902
135,Longitude,-122.293225
135,Incident Number,F190052151
136,Address,4840 S Holden St
136,Type,Trans to AMR
136,Datetime,05/23/2019 12:09:00 AM
136,Latitude,47.533662
136,Longitude,-122.272287
136,Incident Number,F190052150
137,Address,Aurora Av N / Winona Av N
137,Type,Aid Response
137,Datetime,05/23/2019 12:06:00 AM
137,Latitude,47.682772
137,Longitude,-122.34448400000001
137,Incident Number,F190052149
138,Address,200 Pike St
138,Type,Auto Fire Alarm
138,Datetime,05/23/2019 12:00:00 AM
138,Latitude,47.609285
138,Longitude,-122.338904
138,Incident Number,F190052147
139,Address,3001 S Myrtle St
139,Type,Medic Response
139,Datetime,05/22/2019 11:57:00 PM
139,Latitude,47.538902
139,Longitude,-122.293225
139,Incident Number,F190052146
140,Address,505 1st Av N
140,Type,Medic Response
140,Datetime,05/22/2019 11:43:00 PM
140,Latitude,47.623325
140,Longitude,-122.355415
140,Incident Number,F190052145
141,Address,3rd Av / Stewart St
141,Type,Aid Response
141,Datetime,05/22/2019 11:41:00 PM
141,Latitude,47.611629
141,Longitude,-122.339592
141,Incident Number,F190052144
142,Address,3rd Av / Stewart St
142,Type,MVI - Motor Vehicle Incident
142,Datetime,05/22/2019 11:37:00 PM
142,Latitude,47.611629
142,Longitude,-122.339592
142,Incident Number,F190052143
143,Address,314 E PIKE ST
143,Type,Aid Response Yellow
143,Datetime,05/22/2019 11:29:00 PM
143,Latitude,47.613984
143,Longitude,-122.327676
143,Incident Number,F190052141
144,Address,15th Av Nw / Nw 54th St
144,Type,Aid Response
144,Datetime,05/22/2019 11:21:00 PM
144,Latitude,47.667891
144,Longitude,-122.37621599999999
144,Incident Number,F190052140
145,Address,913 S Jackson St
145,Type,Rescue Elevator
145,Datetime,05/22/2019 11:17:00 PM
145,Latitude,47.59919
145,Longitude,-122.32084099999999
145,Incident Number,F190052139
146,Address,94 Pike St
146,Type,Aid Response
146,Datetime,05/22/2019 11:10:00 PM
146,Latitude,47.608725
146,Longitude,-122.34024199999999
146,Incident Number,F190052138
147,Address,4219 S Othello St
147,Type,Trans to AMR
147,Datetime,05/22/2019 11:06:00 PM
147,Latitude,47.53705
147,Longitude,-122.280473
147,Incident Number,F190052137
148,Address,720 Seneca St
148,Type,Unk Odor
148,Datetime,05/22/2019 11:01:00 PM
148,Latitude,47.609088
148,Longitude,-122.33045700000001
148,Incident Number,F190052136
149,Address,352 Nw 46th St
149,Type,Activated CO Detector
149,Datetime,05/22/2019 10:57:00 PM
149,Latitude,47.662187
149,Longitude,-122.36133899999999
149,Incident Number,F190052135
150,Address,5016 S Fletcher St
150,Type,Medic Response
150,Datetime,05/22/2019 10:52:00 PM
150,Latitude,47.519046
150,Longitude,-122.270977
150,Incident Number,F190052134
151,Address,Ne 47th St / 19th Av Ne
151,Type,Aid Response
151,Datetime,05/22/2019 10:48:00 PM
151,Latitude,47.663051
151,Longitude,-122.30721799999999
151,Incident Number,F190052133
152,Address,2330 1st Av
152,Type,Auto Fire Alarm
152,Datetime,05/22/2019 10:39:00 PM
152,Latitude,47.613603000000005
152,Longitude,-122.346898
152,Incident Number,F190052129
153,Address,7505 M L King Jr Way S
153,Type,Aid Response
153,Datetime,05/22/2019 10:37:00 PM
153,Latitude,47.535278999999996
153,Longitude,-122.280845
153,Incident Number,F190052128
154,Address,607 Maynard Av S
154,Type,Aid Response
154,Datetime,05/22/2019 10:36:00 PM
154,Latitude,47.597453
154,Longitude,-122.32506200000002
154,Incident Number,F190052127
155,Address,1519 California Av Sw
155,Type,Trans to AMR
155,Datetime,05/22/2019 10:08:00 PM
155,Latitude,47.590348999999996
155,Longitude,-122.386192
155,Incident Number,F190052122
156,Address,1709 34TH AV
156,Type,Investigate Out Of Service
156,Datetime,05/22/2019 10:05:00 PM
156,Latitude,47.616589000000005
156,Longitude,-122.289203
156,Incident Number,F190052120
157,Address,25th Av Ne / Montlake Blvd Ne
157,Type,Aid Response
157,Datetime,05/22/2019 10:00:00 PM
157,Latitude,47.658982
157,Longitude,-122.30113899999999
157,Incident Number,F190052119
158,Address,4700 12th Av Ne
158,Type,Aid Response
158,Datetime,05/22/2019 09:58:00 PM
158,Latitude,47.663106
158,Longitude,-122.31526299999999
158,Incident Number,F190052118
159,Address,500 5th Av
159,Type,Medic Response
159,Datetime,05/22/2019 09:57:00 PM
159,Latitude,47.602985
159,Longitude,-122.328535
159,Incident Number,F190052117
160,Address,360 W Ewing St
160,Type,Aid Response
160,Datetime,05/22/2019 09:56:00 PM
160,Latitude,47.652204
160,Longitude,-122.362075
160,Incident Number,F190052116
161,Address,2200 2nd Av
161,Type,Aid Response
161,Datetime,05/22/2019 09:55:00 PM
161,Latitude,47.613271000000005
161,Longitude,-122.344353
161,Incident Number,F190052115
162,Address,1930 Boren Av
162,Type,Aid Response
162,Datetime,05/22/2019 09:46:00 PM
162,Latitude,47.617173
162,Longitude,-122.33310300000001
162,Incident Number,F190052114
163,Address,720 Seneca St
163,Type,Unk Odor
163,Datetime,05/22/2019 09:45:00 PM
163,Latitude,47.609088
163,Longitude,-122.33045700000001
163,Incident Number,F190052113
164,Address,10700 CORLISS AV N
164,Type,Illegal Burn
164,Datetime,05/22/2019 09:43:00 PM
164,Latitude,47.706831
164,Longitude,-122.331277
164,Incident Number,F190052112
165,Address,11030 5th Av Ne
165,Type,Aid Response
165,Datetime,05/22/2019 09:35:00 PM
165,Latitude,47.709488
165,Longitude,-122.323301
165,Incident Number,F190052111
166,Address,4716 BROOKLYN AV NE
166,Type,Aid Response
166,Datetime,05/22/2019 09:30:00 PM
166,Latitude,47.663191
166,Longitude,-122.314237
166,Incident Number,F190052109
167,Address,627 1st Av
167,Type,Aid Response
167,Datetime,05/22/2019 09:26:00 PM
167,Latitude,47.60195
167,Longitude,-122.33417800000001
167,Incident Number,F190052107
168,Address,7750 30th Av Sw
168,Type,Aid Response
168,Datetime,05/22/2019 09:24:00 PM
168,Latitude,47.533263
168,Longitude,-122.37116499999999
168,Incident Number,F190052104
169,Address,815 31st Av S
169,Type,Aid Response
169,Datetime,05/22/2019 09:17:00 PM
169,Latitude,47.595587
169,Longitude,-122.292708
169,Incident Number,F190052102
170,Address,4101 Beacon Av S
170,Type,Aid Response
170,Datetime,05/22/2019 09:17:00 PM
170,Latitude,47.566538
170,Longitude,-122.30650200000001
170,Incident Number,F190052100
171,Address,901 Boren Av
171,Type,Trans to AMR
171,Datetime,05/22/2019 09:17:00 PM
171,Latitude,47.608624
171,Longitude,-122.324487
171,Incident Number,F190052101
172,Address,2416 Nw 56th St
172,Type,Aid Response
172,Datetime,05/22/2019 09:11:00 PM
172,Latitude,47.669458
172,Longitude,-122.387781
172,Incident Number,F190052099
173,Address,4700 Brooklyn Av Ne
173,Type,Medic Response- 7 per Rule
173,Datetime,05/22/2019 09:11:00 PM
173,Latitude,47.6631
173,Longitude,-122.31423799999999
173,Incident Number,F190052098
174,Address,318 2nd Av Et S
174,Type,Trans to AMR
174,Datetime,05/22/2019 08:55:00 PM
174,Latitude,47.600194
174,Longitude,-122.330541
174,Incident Number,F190052096
175,Address,805 4th Av N
175,Type,Medic Response
175,Datetime,05/22/2019 08:50:00 PM
175,Latitude,47.626321999999995
175,Longitude,-122.348863
175,Incident Number,F190052095
176,Address,616 Nw 89th St
176,Type,Aid Response
176,Datetime,05/22/2019 08:44:00 PM
176,Latitude,47.693527
176,Longitude,-122.363542
176,Incident Number,F190052092
177,Address,4051 George Washington Ln Ne
177,Type,Auto Fire Alarm
177,Datetime,05/22/2019 08:43:00 PM
177,Latitude,47.656125
177,Longitude,-122.311378
177,Incident Number,F190052090
178,Address,Battery St / Western Av
178,Type,Aid Response
178,Datetime,05/22/2019 08:42:00 PM
178,Latitude,47.613479999999996
178,Longitude,-122.348673
178,Incident Number,F190052089
179,Address,1415 5th Av
179,Type,Aid Response
179,Datetime,05/22/2019 08:38:00 PM
179,Latitude,47.609827
179,Longitude,-122.334796
179,Incident Number,F190052086
180,Address,6439 Sand Point Way Ne
180,Type,Medic Response
180,Datetime,05/22/2019 08:38:00 PM
180,Latitude,47.675098999999996
180,Longitude,-122.263934
180,Incident Number,F190052085
181,Address,Sw Bradford St / Sw Avalon Way
181,Type,Aid Response
181,Datetime,05/22/2019 08:37:00 PM
181,Latitude,47.569241
181,Longitude,-122.370728
181,Incident Number,F190052087
182,Address,9061 Seward Park Av S
182,Type,Aid Response
182,Datetime,05/22/2019 08:23:00 PM
182,Latitude,47.521679
182,Longitude,-122.264284
182,Incident Number,F190052083
183,Address,8533 29th Av Nw
183,Type,Activated CO Detector
183,Datetime,05/22/2019 08:20:00 PM
183,Latitude,47.690785999999996
183,Longitude,-122.39412
183,Incident Number,F190052081
184,Address,23rd Av S / S Hill St
184,Type,Aid Response
184,Datetime,05/22/2019 08:19:00 PM
184,Latitude,47.584542
184,Longitude,-122.30291000000001
184,Incident Number,F190052080
185,Address,Alaskan Way / Lenora St
185,Type,Aid Response
185,Datetime,05/22/2019 08:15:00 PM
185,Latitude,47.609994
185,Longitude,-122.346301
185,Incident Number,F190052079
186,Address,165 14th Av
186,Type,Aid Response
186,Datetime,05/22/2019 08:10:00 PM
186,Latitude,47.602923
186,Longitude,-122.314195
186,Incident Number,F190052078
187,Address,9740 49th Av Ne
187,Type,Aid Response
187,Datetime,05/22/2019 08:09:00 PM
187,Latitude,47.699557
187,Longitude,-122.27528799999999
187,Incident Number,F190052077
188,Address,1102 E Spruce St
188,Type,Aid Response
188,Datetime,05/22/2019 08:05:00 PM
188,Latitude,47.603517
188,Longitude,-122.318076
188,Incident Number,F190052076
189,Address,417 Broadway E
189,Type,Medic Response
189,Datetime,05/22/2019 08:02:00 PM
189,Latitude,47.622174
189,Longitude,-122.32090900000001
189,Incident Number,F190052075
190,Address,5433 Leary Av Nw
190,Type,Trans to AMR
190,Datetime,05/22/2019 07:58:00 PM
190,Latitude,47.66749
190,Longitude,-122.38309299999999
190,Incident Number,F190052074
191,Address,6450 24th Av Nw
191,Type,Rescue Elevator
191,Datetime,05/22/2019 07:55:00 PM
191,Latitude,47.675618
191,Longitude,-122.387584
191,Incident Number,F190052071
192,Address,4051 George Washington Ln Ne
192,Type,Auto Fire Alarm
192,Datetime,05/22/2019 07:55:00 PM
192,Latitude,47.656125
192,Longitude,-122.311378
192,Incident Number,F190052072
193,Address,2717 Dexter Av N
193,Type,Medic Response
193,Datetime,05/22/2019 07:50:00 PM
193,Latitude,47.644374
193,Longitude,-122.34691299999999
193,Incident Number,F190052068
194,Address,4146 Renton Av S
194,Type,Illegal Burn
194,Datetime,05/22/2019 07:36:00 PM
194,Latitude,47.565714
194,Longitude,-122.292798
194,Incident Number,F190052066
195,Address,9000 20th Av Sw
195,Type,Aid Response
195,Datetime,05/22/2019 07:36:00 PM
195,Latitude,47.522863
195,Longitude,-122.35914199999999
195,Incident Number,F190052065
196,Address,Sw Roxbury St/15th Av Sw
196,Type,MVI - Motor Vehicle Incident
196,Datetime,05/22/2019 07:33:00 PM
196,Latitude,47.517354
196,Longitude,-122.35403500000001
196,Incident Number,F190052064
197,Address,1056 S Sullivan St
197,Type,Trans to AMR
197,Datetime,05/22/2019 07:25:00 PM
197,Latitude,47.527305
197,Longitude,-122.319506
197,Incident Number,F190052062
198,Address,5151 S Cloverdale Pl
198,Type,Medic Response
198,Datetime,05/22/2019 07:22:00 PM
198,Latitude,47.52706
198,Longitude,-122.26861699999999
198,Incident Number,F190052061
199,Address,3818 Fremont Av N
199,Type,Aid Response
199,Datetime,05/22/2019 07:21:00 PM
199,Latitude,47.652975
199,Longitude,-122.34991699999999
199,Incident Number,F190052060
200,Address,458 Mcgilvra Blvd E
200,Type,Auto Fire Alarm
200,Datetime,05/22/2019 07:13:00 PM
200,Latitude,47.622976
200,Longitude,-122.2841
200,Incident Number,F190052057
201,Address,1st Av / Cedar St
201,Type,Aid Response
201,Datetime,05/22/2019 07:11:00 PM
201,Latitude,47.615802
201,Longitude,-122.35061599999999
201,Incident Number,F190052056
202,Address,3820 Rainier Av S
202,Type,Medic Response
202,Datetime,05/22/2019 07:09:00 PM
202,Latitude,47.569608
202,Longitude,-122.29048600000002
202,Incident Number,F190052055
203,Address,415 10th Av
203,Type,Medic Response
203,Datetime,05/22/2019 07:08:00 PM
203,Latitude,47.605346000000004
203,Longitude,-122.31941299999998
203,Incident Number,F190052053
204,Address,456 N 35th St
204,Type,Aid Response
204,Datetime,05/22/2019 07:01:00 PM
204,Latitude,47.651208000000004
204,Longitude,-122.353581
204,Incident Number,F190052052
205,Address,5295 Mithun Pl Ne
205,Type,Medic Response
205,Datetime,05/22/2019 06:56:00 PM
205,Latitude,47.667184000000006
205,Longitude,-122.282453
205,Incident Number,F190052050
206,Address,2603 3rd Av
206,Type,Medic Response
206,Datetime,05/22/2019 06:51:00 PM
206,Latitude,47.61659
206,Longitude,-122.34798300000001
206,Incident Number,F190052049
207,Address,N 135th St / Linden Av N
207,Type,Aid Response
207,Datetime,05/22/2019 06:44:00 PM
207,Latitude,47.726861
207,Longitude,-122.347714
207,Incident Number,F190052048
208,Address,318 2nd Av Et S
208,Type,Trans to AMR
208,Datetime,05/22/2019 06:27:00 PM
208,Latitude,47.600194
208,Longitude,-122.330541
208,Incident Number,F190052047
209,Address,14100 Linden Av N
209,Type,Aid Response
209,Datetime,05/22/2019 06:26:00 PM
209,Latitude,47.73104
209,Longitude,-122.34776399999998
209,Incident Number,F190052046
210,Address,Sw Spokane St / Harbor Av Sw
210,Type,MVI - Motor Vehicle Incident
210,Datetime,05/22/2019 06:23:00 PM
210,Latitude,47.571789
210,Longitude,-122.370655
210,Incident Number,F190052045
211,Address,1407 2nd Av W
211,Type,Aid Response
211,Datetime,05/22/2019 06:11:00 PM
211,Latitude,47.631378000000005
211,Longitude,-122.35920300000001
211,Incident Number,F190052044
212,Address,4628 S Holly St
212,Type,Automatic Medical Alarm
212,Datetime,05/22/2019 06:10:00 PM
212,Latitude,47.542466
212,Longitude,-122.275011
212,Incident Number,F190052043
213,Address,4515 16th Av Ne
213,Type,Aid Response
213,Datetime,05/22/2019 06:09:00 PM
213,Latitude,47.661387
213,Longitude,-122.31085700000001
213,Incident Number,F190052042
214,Address,2919 Franklin Av E
214,Type,Aid Response
214,Datetime,05/22/2019 06:07:00 PM
214,Latitude,47.647415
214,Longitude,-122.323071
214,Incident Number,F190052041
215,Address,318 2nd Av Et S
215,Type,Aid Response
215,Datetime,05/22/2019 06:05:00 PM
215,Latitude,47.600194
215,Longitude,-122.330541
215,Incident Number,F190052038
216,Address,600 Broadway
216,Type,Aid Response
216,Datetime,05/22/2019 05:54:00 PM
216,Latitude,47.607217999999996
216,Longitude,-122.320752
216,Incident Number,F190052036
217,Address,9002 Seward Park Av S
217,Type,Aid Response
217,Datetime,05/22/2019 05:51:00 PM
217,Latitude,47.523237
217,Longitude,-122.264551
217,Incident Number,F190052035
218,Address,4515 16th Av Ne
218,Type,Trans to AMR
218,Datetime,05/22/2019 05:48:00 PM
218,Latitude,47.661387
218,Longitude,-122.31085700000001
218,Incident Number,F190052034
219,Address,4637 21st Av Ne
219,Type,Auto Fire Alarm
219,Datetime,05/22/2019 05:46:00 PM
219,Latitude,47.662504999999996
219,Longitude,-122.30546499999998
219,Incident Number,F190052033
220,Address,823 Madison St
220,Type,Auto Fire Alarm
220,Datetime,05/22/2019 05:38:00 PM
220,Latitude,47.608053999999996
220,Longitude,-122.32821000000001
220,Incident Number,F190052030
221,Address,3926 Aurora Av N
221,Type,Medic Response
221,Datetime,05/22/2019 05:38:00 PM
221,Latitude,47.654462
221,Longitude,-122.347201
221,Incident Number,F190052031
222,Address,1102 8th Av
222,Type,Trans to AMR
222,Datetime,05/22/2019 05:37:00 PM
222,Latitude,47.608665
222,Longitude,-122.329131
222,Incident Number,F190052029
223,Address,4th Av / Cherry St
223,Type,Medic Response
223,Datetime,05/22/2019 05:28:00 PM
223,Latitude,47.603947999999995
223,Longitude,-122.330952
223,Incident Number,F190052027
224,Address,2131 Ne 100th St
224,Type,Automatic Fire Alarm Resd
224,Datetime,05/22/2019 05:27:00 PM
224,Latitude,47.701195
224,Longitude,-122.30546399999999
224,Incident Number,F190052026
225,Address,4616 M L KING JR WAY S
225,Type,Aid Response
225,Datetime,05/22/2019 05:23:00 PM
225,Latitude,47.561674
225,Longitude,-122.293783
225,Incident Number,F190052025
226,Address,3636 14th Av W
226,Type,Aid Response Yellow
226,Datetime,05/22/2019 05:22:00 PM
226,Latitude,47.652491999999995
226,Longitude,-122.374902
226,Incident Number,F190052024
227,Address,2201 Nw 62nd St
227,Type,Aid Response
227,Datetime,05/22/2019 05:21:00 PM
227,Latitude,47.673829
227,Longitude,-122.38474099999999
227,Incident Number,F190052022
228,Address,2201 Nw 62nd St
228,Type,Aid Response
228,Datetime,05/22/2019 05:21:00 PM
228,Latitude,47.673829
228,Longitude,-122.38474099999999
228,Incident Number,F190052023
229,Address,2821 2nd Av
229,Type,Aid Response
229,Datetime,05/22/2019 05:09:00 PM
229,Latitude,47.617134
229,Longitude,-122.35088600000002
229,Incident Number,F190052021
230,Address,910 Marion St
230,Type,Automatic Medical Alarm
230,Datetime,05/22/2019 05:08:00 PM
230,Latitude,47.607742
230,Longitude,-122.326595
230,Incident Number,F190052020
231,Address,1305 1st Av
231,Type,Aid Response
231,Datetime,05/22/2019 05:07:00 PM
231,Latitude,47.606876
231,Longitude,-122.33823400000001
231,Incident Number,F190052019
232,Address,1901 Western Av
232,Type,Medic Response
232,Datetime,05/22/2019 05:06:00 PM
232,Latitude,47.610056
232,Longitude,-122.34329
232,Incident Number,F190052018
233,Address,1301 6th Av
233,Type,Auto Fire Alarm
233,Datetime,05/22/2019 05:03:00 PM
233,Latitude,47.609159999999996
233,Longitude,-122.33263999999998
233,Incident Number,F190052016
234,Address,Melrose Av E / Denny Way
234,Type,Aid Response
234,Datetime,05/22/2019 04:56:00 PM
234,Latitude,47.618497
234,Longitude,-122.327854
234,Incident Number,F190052015
235,Address,9000 3rd Av Sw
235,Type,Aid Response
235,Datetime,05/22/2019 04:47:00 PM
235,Latitude,47.522753
235,Longitude,-122.338932
235,Incident Number,F190052011
236,Address,555 16th Av
236,Type,Aid Response
236,Datetime,05/22/2019 04:42:00 PM
236,Latitude,47.606687
236,Longitude,-122.31155
236,Incident Number,F190052010
237,Address,13046 30th Av Ne
237,Type,Aid Response
237,Datetime,05/22/2019 04:38:00 PM
237,Latitude,47.723172
237,Longitude,-122.29636200000002
237,Incident Number,F190052009
238,Address,N 101st St / Greenwood Av N
238,Type,MVI - Motor Vehicle Incident
238,Datetime,05/22/2019 04:35:00 PM
238,Latitude,47.702186
